N° do imóvel,UF,Cidade,Bairro,Endereço,Preço,Valor de avaliação,Desconto,Financiamento,Descrição,Modalidade de venda,Link de acesso,Origem,Categoria
8444407748564,RS,ALVORADA,TIJUCA,"RUA CANGUCU, N. SN, FRACAO 04 LT 10 QD K","46.472,85","80.000,00",41.91,Não,"Terreno, 0.00 de área total, 0.00 de área privativa, 365.00 de área do terreno.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407748564,Caixa,Imóvel
8444425616208,RS,ALVORADA,ALGARVE,"RUA NUMERO 142, N. 99, Apto 202, LT 41 LT E24","84.950,68","145.100,00",41.46,Não,"Apartamento, 0.00 de área total, 35.72 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425616208,Caixa,Imóvel
8444436977355,RS,ALVORADA,JARDIM ALGARVE,"RUA CENTO E CINQUENTA, N. 234, Apto 202,","87.233,99","149.000,00",41.46,Não,"Apartamento, 37.10 de área total, 31.94 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444436977355,Caixa,Imóvel
8444419670654,RS,ALVORADA,MARIA REGINA,"RUA JOSE LINS DO REGO, N. 1288, CS 1 LT 11A","82.550,28","141.000,00",41.46,Não,"Casa, 47.97 de área total, 45.84 de área privativa, 87.60 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444419670654,Caixa,Imóvel
8444426086938,RS,ALVORADA,JARDIM ALGARVE,"RUA CENTO E QUARENTA E SEIS, N. 119, Apto 301, PAV 2/3 LT 44 QD E-22","94.815,14","160.000,00",40.75,Não,"Apartamento, 33.68 de área total, 29.00 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426086938,Caixa,Imóvel
8444417912600,RS,ALVORADA,MARIA REGINA,"RUA JOSE LINS DO REGO, N. 762, CS 01, QD G, LT 14","133.930,31","221.587,22",39.56,Sim,"Casa, 71.25 de área total, 71.25 de área privativa, 90.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444417912600,Caixa,Imóvel
8555521786269,RS,ALVORADA,BELA VISTA,"ESTRADA FREDERICO DIHL, N. 856, Apto 113, LT 43, 47 AO 52, QD 10","118.465,05","196.000,00",39.56,Não,"Apartamento, 67.17 de área total, 49.31 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555521786269,Caixa,Imóvel
8444406534447,RS,ALVORADA,APARECIDA,"RUA DOM PEDRITO, N. 117, PARTE LT 09 CHACARA 02 QD 31","221.921,19","362.436,00",38.77,Não,"Casa, 120.00 de área total, 120.00 de área privativa, 231.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406534447,Caixa,Imóvel
10218347,RS,ALVORADA,AMERICANA,"RUA MARIZ E BARROS (ANTIGA RUA A), N. 1062, QD 04, LT 13","232.619,72","365.000,00",36.27,Não,"Casa, 0.00 de área total, 184.82 de área privativa, 360.00 de área do terreno.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10218347,Caixa,Imóvel
8444429774495,RS,ALVORADA,JARDIM ALGARVE,"RUA CENTO E VINTE E UM, N. 134, Apto 302, LT 13 QD E16A","115.900,53","160.000,00",27.57,Não,"Apartamento, 29.37 de área total, 29.37 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429774495,Caixa,Imóvel
8787703218666,RS,ALVORADA,PQ. RES. VALE VERDE,"RUA F, N. 130, Apto 203, BLOCO 04","165.000,00","165.000,00",0.00,Não,"Apartamento, 85.45 de área total, 43.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703218666,Caixa,Imóvel
8444414146299,RS,ALVORADA,JARDIM ALGARVE,"RUA BEIJA-FLORES, N. 580, CASA 02","200.000,00","200.000,00",0.00,Não,"Casa, 49.25 de área total, 49.25 de área privativa, 87.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414146299,Caixa,Imóvel
8444431781045,RS,ALVORADA,JARDIM ALGARVE,"RUA CENTO E CINQUENTA, N. 226, Apto 202, LT 11 QD E-6D","165.000,00","165.000,00",0.00,Não,"Apartamento, 41.76 de área total, 35.88 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444431781045,Caixa,Imóvel
8444401748856,RS,ALVORADA,MARIA REGINA,"RUA ROQUE SANTEIRO, N. 136, Apto 104, LT 15, QD 62","131.716,00","131.716,00",0.00,Não,"Apartamento, 42.84 de área total, 39.78 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444401748856,Caixa,Imóvel
8444405810009,RS,ALVORADA,MARIA REGINA,"RUA RODA DE FOGO, N. 56, Apto 401,","105.000,00","105.000,00",0.00,Não,"Apartamento, 42.84 de área total, 39.78 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405810009,Caixa,Imóvel
8444431790753,RS,ALVORADA,MARIA REGINA,"RUA TUPI, N. 580, Apto 404, 4° ANDAR, LOTE 8, QUADRA 61","138.070,00","138.070,00",0.00,Não,"Apartamento, 42.84 de área total, 39.78 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444431790753,Caixa,Imóvel
8444406900982,RS,ALVORADA,PIRATINI,"RUA CAUTRITAS, N. 520, CASA 02","206.000,00","206.000,00",0.00,Não,"Casa, 70.00 de área total, 70.00 de área privativa, 87.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406900982,Caixa,Imóvel
8787703218720,RS,ALVORADA,PIRATINI,"RUA MARAJO, N. 130, Apto 204, BL 02 VG 109","175.000,00","175.000,00",0.00,Não,"Apartamento, 85.46 de área total, 43.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703218720,Caixa,Imóvel
8555536409199,RS,ALVORADA,TERRA NOVA,"ACESSO TERRA NOVA, N. 601, CASA 356","260.000,00","260.000,00",0.00,Não,"Casa, 51.54 de área total, 51.05 de área privativa, 85.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555536409199,Caixa,Imóvel
8444429802359,RS,ALVORADA,VILA DUAS FIGUEIRAS,"RUA FERNANDO FERRARI, N. 1078, Apto 104, VAGA BOX Nº 08","158.000,00","155.000,00",0.00,Não,"Apartamento, 46.17 de área total, 42.60 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429802359,Caixa,Imóvel
8444435363698,RS,ALVORADA,PIRATINI,"RUA 314, N. 146, Apto 301,","174.410,04","170.000,00",0.00,Não,"Apartamento, 33.45 de área total, 28.93 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444435363698,Caixa,Imóvel
8787703648873,RS,ALVORADA,PIRATINI,"RUA F, N. 130, Apto 101, BL 05, VAGA BOX N 137","195.000,00","188.000,00",0.00,Não,"Apartamento, 98.77 de área total, 55.09 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703648873,Caixa,Imóvel
8444437760848,RS,ALVORADA,MARIA REGINA,"RUA CAMPO VERDE, N. 709, Apto 302, LT 23 QD 32","158.390,94","150.000,00",0.00,Não,"Apartamento, 47.90 de área total, 42.87 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444437760848,Caixa,Imóvel
8444425479502,RS,ALVORADA,VILA MORUMBY,"RUA  JOSE LINS DO REGO, N. 1253, CASA 02, LOTE 05","153.000,00","143.000,00",0.00,Não,"Casa, 0.00 de área total, 45.70 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425479502,Caixa,Imóvel
8444438197616,RS,ALVORADA,APARECIDA,"RUA MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO, N. 267, 158,","285.907,38","266.000,00",0.00,Não,"Casa, 40.43 de área total, 39.30 de área privativa, 111.90 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444438197616,Caixa,Imóvel
8444428629637,RS,ALVORADA,JARDIM ALGARVE,"RUA ALDO RODRIGUES DA SILVA, N. 205, Apto 102,","136.492,09","126.000,00",0.00,Não,"Apartamento, 0.00 de área total, 33.35 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428629637,Caixa,Imóvel
1444414639920,RS,ALVORADA,JARDIM ALGARVE,"RUA BEIJAFLORES, N. 33, LT 32 QD 29","192.844,37","165.000,00",0.00,Não,"Casa, 43.40 de área total, 43.40 de área privativa, 175.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444414639920,Caixa,Imóvel
8444436609666,RS,ALVORADA,UMBU,"RUA TRINTA E DOIS, N. 119, Apto 202,","102.409,27","86.500,00",0.00,Não,"Apartamento, 42.84 de área total, 39.78 de área privativa, 0.00 de área do terreno,  2 qto(s), WC Emp, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444436609666,Caixa,Imóvel
8444430288337,RS,ALVORADA,MARIA REGINA,"RUA 27, N. 18, Apto 103, LT 01 QD 58","142.944,33","120.000,00",0.00,Não,"Apartamento, 42.84 de área total, 39.78 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444430288337,Caixa,Imóvel
8444429650656,RS,ALVORADA,MARIA REGINA,"RUA VINTE E DOIS, N. 600, Apto 204,","127.015,94","106.000,00",0.00,Não,"Apartamento, 0.00 de área total, 39.78 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429650656,Caixa,Imóvel
8444438868880,RS,ALVORADA,MARIA REGINA,"RUA RODA DE FOGO, N. 97, Apto 402,","170.958,50","140.400,00",0.00,Não,"Apartamento, 42.84 de área total, 39.78 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444438868880,Caixa,Imóvel
8787703259680,RS,ALVORADA,LOT RES VALE VERDE,"RUA F, N. 130, Apto 202, BLOCO 05 2° PAVIMENTO BOX N° 01","190.000,00","150.000,00",0.00,Não,"Apartamento, 85.45 de área total, 43.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703259680,Caixa,Imóvel
8787703011883,RS,ALVORADA,PIRATINI,"RUA F, N. 130, Apto 502, BL 07 5° PAVIMENTO QD 15","190.000,00","150.000,00",0.00,Não,"Apartamento, 85.45 de área total, 43.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703011883,Caixa,Imóvel
8444401420354,RS,ALVORADA,JARDIM ALGARVE,"RUA CURIOS, N. 451, LT 44, QD A92, LOT ALGARVE","236.534,60","185.000,00",0.00,Não,"Casa, 49.84 de área total, 49.84 de área privativa, 175.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444401420354,Caixa,Imóvel
8444438509596,RS,ALVORADA,MARIA REGINA,"RUA 27, N. 262, Apto 302, 2º ANDAR OU 3º PAVIMENTO","138.803,19","78.000,00",0.00,Não,"Apartamento, 42.84 de área total, 39.78 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444438509596,Caixa,Imóvel
1444407896565,RS,CACHOEIRINHA,PARQUE DA MATRIZ,"RUA CONCORDIA, N. 1591, LT 29 QD A-5","303.998,92","530.000,00",42.65,Sim,"Casa, 137.50 de área total, 92.00 de área privativa, 229.49 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444407896565,Caixa,Imóvel
8444431408875,RS,CACHOEIRINHA,PARQUE MARECHAL RONDON,"RUA IRLANDA, N. 87, Apto 320E, BL E","75.305,50","130.000,00",42.08,Não,"Apartamento, 42.91 de área total, 38.53 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444431408875,Caixa,Imóvel
8444423870999,RS,CACHOEIRINHA,JARDIM DO BOSQUE,"RUA BACOPARI, N. 425, Apto 202, PAV 2 LT 14 QD A21 PQ RES GRANJA ESPER","117.860,63","195.000,00",39.56,Não,"Apartamento, 87.37 de área total, 66.14 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423870999,Caixa,Imóvel
8444406146323,RS,CACHOEIRINHA,VILA CACHOEIRINHA,"RUA PAPA JOAO XXIII, N. 673, Apto 403, BL 03 QD 05","172.837,05","271.195,94",36.27,Não,"Apartamento, 133.75 de área total, 83.63 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406146323,Caixa,Imóvel
1444414122014,RS,CACHOEIRINHA,PARQUE MARECHAL RONDON,"RUA HOLANDA, N. 100, LT 16, QD 17","192.002,40","301.268,00",36.27,Não,"Casa, 54.76 de área total, 54.76 de área privativa, 300.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444414122014,Caixa,Imóvel
1555505640320,RS,CACHOEIRINHA,VILA IMBUI,"RUA RUI RAMOS, N. 66, Apto 503, 5º ANDAR, LOT JARDIM MAUÁ","427.000,58","670.000,00",36.27,Sim,"Apartamento, 193.79 de área total, 171.86 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha, Terraco.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555505640320,Caixa,Imóvel
8787701310999,RS,CACHOEIRINHA,FAZENDA ESPERANCA,"RUA OPALA, N. 400, CS 02 ANTIGA RUA 11","96.790,99","140.000,00",30.87,Não,"Casa, 40.97 de área total, 40.97 de área privativa, 43.52 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701310999,Caixa,Imóvel
8787716450724,RS,CACHOEIRINHA,AGUAS MORTAS,"ESTRADA DOS CAPISTRANOS, N. 525, Apto 330, BL H LT A","148.563,84","185.000,00",19.70,Não,"Apartamento, 83.02 de área total, 48.15 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716450724,Caixa,Imóvel
8787701394572,RS,CACHOEIRINHA,CHACARA DAS ROSAS,"RUA ACAI, N. 220, CS 06","130.466,05","154.000,00",15.29,Não,"Casa, 50.43 de área total, 50.43 de área privativa, 98.05 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701394572,Caixa,Imóvel
8444416628215,RS,CACHOEIRINHA,CHACARA DAS ROSAS,"AVENIDA FLORES DO CAMPO, N. 967, CASA 2","183.000,00","183.000,00",0.00,Não,"Casa, 45.00 de área total, 45.00 de área privativa, 85.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416628215,Caixa,Imóvel
8555521816362,RS,CACHOEIRINHA,JARDIM BETANIA,"AVENIDA DA FEDERACAO, N. 685, Apto 223, BL F PAV 2 ANDAR 2","140.000,00","140.000,00",0.00,Não,"Apartamento, 47.62 de área total, 43.20 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555521816362,Caixa,Imóvel
8787700179392,RS,CACHOEIRINHA,CHACARA DAS ROSAS II,"RUA ROSA VERMELHA (ANTIGA RUA 04), N. 158, CS 01","160.000,00","160.000,00",0.00,Não,"Casa, 29.80 de área total, 29.80 de área privativa, 94.01 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787700179392,Caixa,Imóvel
8444428728694,RS,CACHOEIRINHA,PARQUE MARECHAL RONDON,"RUA ROMENIA, N. 305, Apto 504D, BL D","133.000,00","133.000,00",0.00,Não,"Apartamento, 45.51 de área total, 40.51 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428728694,Caixa,Imóvel
8555521954560,RS,CACHOEIRINHA,JARDIM BETANIA,"AVENIDA DA FEDERACAO (ANTIGA RUA 01), N. 685, Apto BL G, LT 22 QD K","136.000,00","136.000,00",0.00,Não,"Apartamento, 47.62 de área total, 43.20 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555521954560,Caixa,Imóvel
8787709629781,RS,CACHOEIRINHA,JARDIM BETANIA,"AVENIDA DA FEDERACAO, N. 705, Apto 344, BLOCO K","156.000,00","156.000,00",0.00,Não,"Apartamento, 47.62 de área total, 43.20 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709629781,Caixa,Imóvel
8787704416720,RS,CACHOEIRINHA,JARDIM BETANIA,"ESTRADA DOS CAPISTRANOS, N. 238, CS 02 LT 7 QD B","138.155,00","138.155,00",0.00,Não,"Casa, 29.48 de área total, 29.48 de área privativa, 96.59 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704416720,Caixa,Imóvel
8444413364012,RS,CACHOEIRINHA,MORADA DO BOSQUE,"RUA NILS TARANGER, N. 62, CS 02, LT C, QD B9","209.000,00","209.000,00",0.00,Não,"Casa, 0.00 de área total, 48.25 de área privativa, 97.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413364012,Caixa,Imóvel
