N° do imóvel,UF,Cidade,Bairro,Endereço,Preço,Valor de avaliação,Desconto,Financiamento,Descrição,Modalidade de venda,Link de acesso
8042850000032,RS,PORTO ALEGRE,MARIO QUINTANA,"RUA VINTE E SEIS DE MARCO, N. 415, Apto 329, BL H","67.068,27","117.000,00",42.68,Sim,"Apartamento, 48.08 de área total, 38.76 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8042850000032
1444420058403,RS,PORTO ALEGRE,HIPICA,"RUA BALDOINO BOTTINI, N. 549, QD A","510.488,75","890.000,00",42.65,Sim,"Casa, 224.00 de área total, 224.00 de área privativa, 161.00 de área do terreno,  3 qto(s), a.serv, WC, 2 sala(s), 1 lavabo(s), cozinha.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444420058403
8555506422979,RS,PORTO ALEGRE,CAVALHADA,"RUA PAULO MACIEL, N. 185, Apto 304, BL 23 ANTIGA RUA D","24.924,53","43.300,00",42.44,Não,"Apartamento, 46.19 de área total, 36.42 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555506422979
8555534903188,RS,PORTO ALEGRE,SARANDI,"AVENIDA FRANCISCO SILVEIRA BITENCOURT, N. 1818, Apto 402,  4ºPAV QD A  LT 01 TORRE 36","92.444,76","160.000,00",42.23,Sim,"Apartamento, 79.35 de área total, 40.26 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555534903188
8787707920756,RS,PORTO ALEGRE,SANTA ROSA DE LIMA,"RUA DOS MAIAS, N. 1103, Apto 101, BL 19","78.201,87","135.000,00",42.08,Não,"Apartamento, 81.21 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707920756
10214195,RS,PORTO ALEGRE,ABERTA DOS MORROS,"AVENIDA CELESTINO BERTOLUCCI, N. 510, QD 12, LT 02","190.262,74","328.000,00",42.00,Não,"Casa, 0.00 de área total, 80.00 de área privativa, 330.00 de área do terreno.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10214195
8787713307211,RS,PORTO ALEGRE,RUBEM BERTA,"RUA INOCENCIO DE OLIVEIRA ALVES, N. 101, Apto 102, BL 01","81.964,82","140.000,00",41.46,Não,"Apartamento, 77.79 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713307211
8787708784694,RS,PORTO ALEGRE,MORRO SANTANA,"AVENIDA PROTASIO ALVES, N. 10.970, Apto 204, BL 09","89.575,84","153.000,00",41.46,Não,"Apartamento, 92.51 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708784694
10215014,RS,PORTO ALEGRE,PETROPOLIS,"AVENIDA IJUI, N. 86, SL 101, TÉRREO","353.709,43","600.000,00",41.05,Sim,"Sala, 0.00 de área total, 140.97 de área privativa, 0.00 de área do terreno.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10215014
1555506097930,RS,PORTO ALEGRE,IPANEMA,"RUA DOUTOR PITREZ, N. 586, QD H LT 15 LOT IPANEMA IMPERIAL PARQUE","825.322,01","1.400.000,00",41.05,Sim,"Casa, 322.00 de área total, 322.00 de área privativa, 326.74 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), 1 lavabo(s), cozinha, 3 vaga(s) de garagem.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555506097930
8787713982423,RS,PORTO ALEGRE,RUBEM BERTA,"RUA INOCENCIO DE OLIVEIRA ALVES, N. 101, Apto 304,","97.778,11","165.000,00",40.75,Sim,"Apartamento, 77.79 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713982423
8787715689510,RS,PORTO ALEGRE,RUBEM BERTA,"RUA INOCENCIO DE OLIVEIRA  ALVES, N. 101, Apto 303, BL 17, LT 01,","93.037,35","157.000,00",40.75,Não,"Apartamento, 77.79 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715689510
8787700577630,RS,PORTO ALEGRE,SARANDI,"AVENIDA FRANCISCO SILVEIRA BITENCOURT, N. 1818, Apto 202, TORRE 14","98.963,30","167.000,00",40.75,Sim,"Apartamento, 79.35 de área total, 40.26 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787700577630
8787716664090,RS,PORTO ALEGRE,PASSO DAS PEDRAS,"AVENIDA KARL IWERS, N. 1800, Apto 404, LT 01, QD C, BL 12,","103.704,06","175.000,00",40.75,Não,"Apartamento, 69.89 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716664090
8555535624487,RS,PORTO ALEGRE,RESTINGA,"RUA NAPOLEAO JACQUES DA ROSA, N. 133, Apto 501, BL A","103.111,46","174.000,00",40.75,Não,"Apartamento, 0.00 de área total, 47.96 de área privativa, 0.00 de área do terreno.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555535624487
8787708135637,RS,PORTO ALEGRE,RESTINGA,"RUA SABINO PEREIRA NUNES, N. 931, Apto 401, BL 10","100.741,08","170.000,00",40.75,Não,"Apartamento, 69.88 de área total, 40.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708135637
8787712198842,RS,PORTO ALEGRE,RESTINGA,"RUA SETE MIL E OITO, N. 300, Apto 303, BL 01, LT 01 AO 03, QD C,","97.778,11","165.000,00",40.75,Não,"Apartamento, 61.71 de área total, 40.82 de área privativa, 0.00 de área do terreno,  2 qto(s).",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712198842
8787713038547,RS,PORTO ALEGRE,RESTINGA,"RUA SABINO PEREIRA NUNES, N. 932, Apto 402, BL 18","95.407,73","161.000,00",40.75,Sim,"Apartamento, 74.20 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713038547
8787717026489,RS,PORTO ALEGRE,RESTINGA,"AVENIDA EDGAR PIRES DE CASTRO, N. 4900, Apto 210, BL C","100.148,49","169.000,00",40.75,Sim,"Apartamento, 51.62 de área total, 45.91 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717026489
8787704680177,RS,PORTO ALEGRE,MORRO SANTANA,"AVENIDA PROTASIO ALVES, N. 10535, Apto 204, BL 09, VG 76","108.444,81","183.000,00",40.75,Não,"Apartamento, 98.67 de área total, 40.23 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704680177
8787716296911,RS,PORTO ALEGRE,VILA NOVA,"ESTRADA CRISTIANO KRAEMER, N. 2021, Apto 303, BL 10 LT 01 QD A","106.667,03","180.000,00",40.75,Não,"Apartamento, 65.43 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716296911
8787718928648,RS,PORTO ALEGRE,VILA NOVA,"ESTRADA CRISTIANO KRAEMER, N. 2021, Apto 404, LT 01 QD A BLOCO 04, 4º PAV","101.926,27","172.000,00",40.75,Não,"Apartamento, 65.43 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718928648
8444434374815,RS,PORTO ALEGRE,MARIO QUINTANA,"RUA IRMA TERESILDA STEFFEN, N. 115, Apto 501, TORRE 03","94.815,14","160.000,00",40.75,Não,"Apartamento, 90.41 de área total, 40.29 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444434374815
8555527647112,RS,PORTO ALEGRE,MARIO QUINTANA,"AVENIDA MARTIM FELIX BERTA, N. 3300, Apto 411, TORRE C, LT 01 AO 16, QD 156","104.889,24","177.000,00",40.75,Não,"Apartamento, 81.20 de área total, 43.35 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555527647112
8787701852929,RS,PORTO ALEGRE,MARIO QUINTANA,"RUA IRMA TERESILDA STEFFEN, N. 335, Apto 303, TORRE 6","96.000,33","162.000,00",40.75,Sim,"Apartamento, 84.41 de área total, 40.29 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701852929
8787702453459,RS,PORTO ALEGRE,MARIO QUINTANA,"RUA IRMA TERESILDA STEFFEN, N. 115, Apto 401, TORRE 10","103.704,06","175.000,00",40.75,Sim,"Apartamento, 90.41 de área total, 40.29 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702453459
8555537267975,RS,PORTO ALEGRE,SANTA ROSA DE LIMA,"AVENIDA FRANCISCO SILVEIRA BITENCOURT, N. 1818, Apto 101, TORRE 36, 01 PAVIMENTO, QD A, LT 01","93.629,95","158.000,00",40.75,Não,"Apartamento, 78.89 de área total, 40.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537267975
8555524926045,RS,PORTO ALEGRE,JARDIM LEOPOLDINA,"RUA GERMANO BASLER, N. 115, Apto 303, BLOCO E","97.778,11","165.000,00",40.75,Sim,"Apartamento, 51.13 de área total, 38.34 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555524926045
8444402948247,RS,PORTO ALEGRE,JARDIM LEOPOLDINA,"RUA CARLOS ESTEVAO, N. 915, Apto 108, BL 06","82.734,32","139.000,00",40.48,Sim,"Apartamento, 46.12 de área total, 39.56 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444402948247
8444401122345,RS,PORTO ALEGRE,RUBEM BERTA,"RUA OSCAR FERREIRA, N. 75, Apto 408,","62.625,77","105.000,00",40.36,Sim,"Apartamento, 45.95 de área total, 39.52 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444401122345
8444410709396,RS,PORTO ALEGRE,RUBEM BERTA,"AVENIDA BERNARDINO SILVEIRA DE AMORIM, N. SN, Apto 404, QD 01 LTS 01 A 09 BL 02","67.397,26","113.000,00",40.36,Não,"Apartamento, 51.70 de área total, 44.74 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410709396
8444407615548,RS,PORTO ALEGRE,SAO JOAO,"RUA BARAO DO COTEGIPE, N. 31, Apto 205,","174.000,00","290.000,00",40.00,Não,"Apartamento, 89.64 de área total, 50.16 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407615548
8164520062678,RS,PORTO ALEGRE,CAVALHADA,"RUA PAULO MACIEL, N. 210, Apto 312, BL 31","49.200,00","82.000,00",40.00,Não,"Apartamento, 45.73 de área total, 36.42 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8164520062678
10224693,RS,PORTO ALEGRE,ABERTA DOS MORROS,"RUA CICERO VIANA, N. SN, QD E, LT 05","102.367,93","170.000,00",39.79,Sim,"Terreno, 0.00 de área total, 0.00 de área privativa, 225.00 de área do terreno.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10224693
10274829,RS,PORTO ALEGRE,ABERTA DOS MORROS,"AV. ALTOS DO SANTA RITA(ANT AV. DIRETRIZ 6432), N. 00, QD E, LT 04","96.346,28","160.000,00",39.79,Sim,"Terreno, 0.00 de área total, 0.00 de área privativa, 225.00 de área do terreno.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10274829
8042820092974,RS,PORTO ALEGRE,NONOAI,"RUA ORFANOTROFIO, N. 450, Apto 104, BL 01","80.369,63","133.000,00",39.58,Não,"Apartamento, 0.00 de área total, 39.17 de área privativa, 0.00 de área do terreno.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8042820092974
8555536128262,RS,PORTO ALEGRE,SARANDI,"RUA ENGENHEIRO SADI CASTRO, N. 896, Apto 203,","126.926,84","210.000,00",39.56,Não,"Apartamento, 75.28 de área total, 48.36 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555536128262
8787710644691,RS,PORTO ALEGRE,RESTINGA,"RUA SETE MIL E OITO, N. 280, Apto 104, BL 17, LT 02 E 03, Q, VAGA 314","122.998,15","203.500,00",39.56,Não,"Apartamento, 70.94 de área total, 40.46 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710644691
8787702510320,RS,PORTO ALEGRE,CAVALHADA,"AVENIDA FAMILIA GONCALVES CARNEIRO, N. 441, Apto 501, BL 16","120.882,70","200.000,00",39.56,Não,"Apartamento, 85.19 de área total, 40.29 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702510320
8787703225697,RS,PORTO ALEGRE,HIPICA,"RUA JOSE IUCHNO, N. 205, Apto 402, BL 03","114.838,57","190.000,00",39.56,Sim,"Apartamento, 81.99 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703225697
8787700500590,RS,PORTO ALEGRE,LOMBA DO PINHEIRO,"ESTRADA JOAO DE OLIVEIRA REMIAO, N. 2194, Apto 503, TR 11","111.212,08","184.000,00",39.56,Não,"Apartamento, 89.67 de área total, 47.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787700500590
8787701426288,RS,PORTO ALEGRE,LOMBA DO PINHEIRO,"ESTRADA JOAO DE OLIVEIRA REMIAO, N. 2194, Apto 404, TORRE 06","118.465,05","196.000,00",39.56,Não,"Apartamento, 70.04 de área total, 47.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701426288
8787717351169,RS,PORTO ALEGRE,MARIO QUINTANA,"AVENIDA PROTASIO ALVES, N. 9930, Apto 302, BL 03 VG 187","113.025,32","187.000,00",39.56,Não,"Apartamento, 73.09 de área total, 40.82 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717351169
8555526363048,RS,PORTO ALEGRE,MARIO QUINTANA,"AVENIDA MARTIM FELIX BERTA, N. 801, Apto 129, TORRE H","123.904,77","205.000,00",39.56,Sim,"Apartamento, 81.20 de área total, 43.35 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555526363048
8787700502479,RS,PORTO ALEGRE,JARDIM LEOPOLDINA,"RUA ADA VAZ CABEDA, N. 340, Apto 501, BL 5","114.646,13","189.681,62",39.56,Não,"Apartamento, 84.61 de área total, 44.09 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787700502479
1444418097766,RS,PORTO ALEGRE,HIPICA,"AVENIDA EDGAR PIRES DE CASTRO, N. 2520, CS 34","245.206,67","405.000,00",39.46,Sim,"Casa, 200.99 de área total, 144.28 de área privativa, 106.75 de área do terreno,  3 qto(s), WC, 1 lavabo(s), cozinha, Terraco.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444418097766
8555510565533,RS,PORTO ALEGRE,RUBEM BERTA,"ACESSO TRINTA E CINCO, N. 70, Apto 308,  BL 02 LT 02 QD 70","30.296,02","50.000,00",39.41,Não,"Apartamento, 89.42 de área total, 43.20 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555510565533
8043000498081,RS,PORTO ALEGRE,CAVALHADA,"RUA DOUTOR JULIO TEIXEIRA, N. 151, Apto 210, BL 11","34.537,46","57.000,00",39.41,Não,"Apartamento, 45.76 de área total, 36.12 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8043000498081
8164520071286,RS,PORTO ALEGRE,CAVALHADA,"RUA DOUTOR JULIO TEIXEIRA - ANTG RUA C, N. 40, Apto 305, BL 30 PRÉDIO 02","39.990,75","66.000,00",39.41,Não,"Apartamento, 46.04 de área total, 36.42 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8164520071286
10229370,RS,PORTO ALEGRE,MENINO DEUS,"RUA ITORORO, N. 200, BL A, BOX 116, PARTE COMERCIAL","19.389,45","32.000,00",39.41,Não,"Outros, 0.00 de área total, 12.00 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10229370
10229371,RS,PORTO ALEGRE,MENINO DEUS,"RUA ITORORO, N. 200, BL A, BOX 117, PARTE COMERCIAL","19.389,45","32.000,00",39.41,Não,"Outros, 0.00 de área total, 12.00 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10229371
10229374,RS,PORTO ALEGRE,MENINO DEUS,"RUA ITORORO, N. 200, BL A, BOX 115, PARTE COMERCIAL","19.389,45","32.000,00",39.41,Não,"Outros, 0.00 de área total, 12.00 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10229374
1444415499200,RS,PORTO ALEGRE,RUBEM BERTA,"RUA FRANCISCO GALECKI, N. 15, Apto 404, LT 01 A0 23, CJ 03, BL 03A, QD 04","86.687,14","142.000,00",38.96,Não,"Apartamento, 66.17 de área total, 56.20 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444415499200
8044200419310,RS,PORTO ALEGRE,RUBEM BERTA,"RUA JOSE BARCELLOS GARCIA, N. 100, Apto 404, QD B LT 01 BL B","85.466,19","140.000,00",38.96,Não,"Apartamento, 0.00 de área total, 149.55 de área privativa, 0.00 de área do terreno.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8044200419310
8444406723487,RS,PORTO ALEGRE,JARDIM LEOPOLDINA,"AVENIDA JUSCELINO KUBITSCHEK DE OLIVEIRA, N. 340, Apto 101, QD P LT 02 BL G","90.960,45","149.000,00",38.96,Sim,"Apartamento, 68.62 de área total, 38.34 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406723487
8042810000465,RS,PORTO ALEGRE,RUBEM BERTA,"RUA PAULO RENATO KETZER DE SOUZA, N. 300, Apto 206, BL H","108.080,77","175.000,00",38.24,Não,"Apartamento, 42.19 de área total, 37.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8042810000465
8044200420815,RS,PORTO ALEGRE,RUBEM BERTA,"AVENIDA BALTAZAR DE OLIVEIRA GARCIA, N. 100, Apto 203, BL I LT 1 QD B","108.080,77","175.000,00",38.24,Não,"Apartamento, 42.19 de área total, 37.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8044200420815
8787703830779,RS,PORTO ALEGRE,SARANDI,"AVENIDA FRANCISCO SILVEIRA BITENCOURT, N. 1818, Apto 203, 1° ANDAR","113.021,61","183.000,00",38.24,Não,"Apartamento, 79.35 de área total, 40.26 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703830779
10279399,RS,PORTO ALEGRE,TERESOPOLIS,"5080, N. S/N, QD D, LT 35","99.125,51","160.500,00",38.24,Sim,"Terreno, 0.00 de área total, 0.00 de área privativa, 200.00 de área do terreno.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10279399
10279400,RS,PORTO ALEGRE,TERESOPOLIS,"RUA 50580, N. S/N, QD D, LT 36","99.125,51","160.500,00",38.24,Sim,"Terreno, 0.00 de área total, 0.00 de área privativa, 200.00 de área do terreno.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10279400
8444408886499,RS,PORTO ALEGRE,RESTINGA,"ESTRADA BARRO VERMELHO, N. 241, Apto 304, BL 07, VAGA BOX 135","101.904,73","165.000,00",38.24,Não,"Apartamento, 61.66 de área total, 54.66 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408886499
10279401,RS,PORTO ALEGRE,VILA NOVA,"5080, N. S/N, QD D, LT 34","99.125,51","160.500,00",38.24,Sim,"Terreno, 0.00 de área total, 0.00 de área privativa, 200.00 de área do terreno.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10279401
8444419848461,RS,PORTO ALEGRE,MEDIANEIRA,"RUA OSCAR SCHNEIDER, N. 500, Apto 206, BL B","101.904,73","165.000,00",38.24,Não,"Apartamento, 65.00 de área total, 47.38 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444419848461
8444409781984,RS,PORTO ALEGRE,MARIO QUINTANA,"RUA VINTE E SEIS DE MARCO, N. 415, Apto 307, BL B","98.816,70","160.000,00",38.24,Sim,"Apartamento, 48.07 de área total, 38.76 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409781984
1444403719251,RS,PORTO ALEGRE,TRISTEZA,"RUA DOUTOR BARCELOS, N. 2434, Apto 103, TR A PAV 01","208.162,78","335.000,00",37.87,Não,"Apartamento, 0.00 de área total, 50.85 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444403719251
1444418180000,RS,PORTO ALEGRE,ABERTA DOS MORROS,"RUA DORIVAL CASTILHOS MACHADO, N. 126, CS 50","146.655,63","233.000,00",37.06,Não,"Casa, 0.00 de área total, 41.65 de área privativa, 0.00 de área do terreno.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444418180000
8444423137825,RS,PORTO ALEGRE,TERESOPOLIS,"RUA SEPE TIARAJU, N. 426, Apto 404, BL 1","146.655,63","233.000,00",37.06,Não,"Apartamento, 86.23 de área total, 56.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423137825
